species_id,Country,SiteName,Lat,Long,Years,Habitat,EnglishName,LatinName,JetzLatinName,JetzTipLabel,JetzFamily,JetzOrder,NestShape,SampleSize,SuccessfulNests,PercentageSuccessfulNests,DSR,FailedNests,DepredatedNests,PercentageDepredated,NestSuccessNotes,IncubationPeriod.days.,NestlingPeriod.days.,ClutchSize,ReferenceForClutchSize,ReferenceForIncubationPeriod,ReferenceForNestlingPeriod,GeneralNotes,Citation,demelevation,Hemisphere,temptrop2,temptrop
37,Argentina,"Parque National El Rey, Salta",-24.699508,-64.635201,1997-1999,closed,Ochre-faced Tody-Flycatcher,Poecilotriccus plumbeiceps,Poecilotriccus plumbeiceps,Poecilotriccus_plumbeiceps,Tyrannidae,5801,enclosed,23,NA,NA,0.984,NA,NA,NA,DSR calculated as 1- DPR (for overall nesting period),19,18.3,2.6,Paper,Paper,Paper,NA,"Auer SK, RD Bassar, JJ Fontaine & TE Martin. 2007. Breeding biology of passerines in a subtropical montane forest in northwestern Argentina. The Condor 109: 321-333.",967.2409058,S,stemp,temperate
38,Brazil,Pirizal,-16.253333,-56.37,2001-2002,semi-open,Common Tody-Flycatcher,Todirostrum cinereum,Todirostrum cinereum,Todirostrum_cinereum,Tyrannidae,5807,enclosed,12,3,0.25,NA,9,6,0.666666667,"6 predated, 3 abandoned",18,17.5,2.5,HBW Alive (median),HBW Alive,HBW Alive,NA,Pinho JB & MC Marini. 2014. Birds' nesting parameters in four forest types in the Pantanal wetland. Brazilian Journal of Biology 74: 890-898.,129.5869751,S,trop,tropical
39,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,closed,Paltry Tyrannulet,Zimmerius vilissimus,Zimmerius vilissimus,Zimmerius_vilissimus,Tyrannidae,5834,enclosed,31,11,0.35483871,NA,NA,NA,NA,NA,16,18.5,2,Paper,HBW Alive,HBW Alive,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",706.5334473,N,trop,tropical
40,Venezuela,Yacambu National Park,9.692964,-69.592088,2002-2008,closed,Golden-faced Tyrannulet,Zimmerius chrysops,Zimmerius chrysops,Zimmerius_chrysops,Tyrannidae,5843,enclosed,96,12,0.125,0.936,84,77,0.916666667,91.6 percent of failed nests due to predation. Daily predation rate reported as 0.057 with 989 exposure days. DSR calculated as 1 - daily mortality rate.,16.9,18,2,Paper,Paper,Paper,NA,Goulding W & TE Martin. 2010. Breeding biology of the Golden-Faced Tyrannulet (Zimmerius chrysops) in Venezuela. Wilson Journal of Ornithology 122: 689-698.,1760.813599,N,trop,tropical
41,United States,"Lower Rio Grand Valley, Hildago County, Texas",26.16833,-98.37361,2002-2003,semi-open,Northern Beardless-Tyrannulet,Camptostoma imberbe,Camptostoma imberbe,Camptostoma_imberbe,Tyrannidae,5848,enclosed,28,12,0.4286,NA,16,10,0.625,6 failed nests had no obvious signs of predation.,14,18.5,2.5,HBW Alive (median),Paper,Paper,Four locations spanning 60 km were sampled for nest.,"Werner SM, SJ Hejl & T Brush. 2015. Nesting Ecology of the Northern Beardless-Tyrannulet ( Camptostoma imberbe) in the Lower Rio Grande Valley of Texas, USA. Ornitologia Neotropical 26: 89-101.",41.96980667,N,ntemp,temperate
42,Ecuador,Ancon (Guayas Province),-2.310831,-80.838557,1955-1958,semi-open,Southern Beardless-Tyrannulet,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma_obsoletum,Tyrannidae,5849,enclosed,12,5,0.416666667,NA,NA,NA,NA,all nest failures thought to be due to predation,15,17,2.2,Paper,Paper,Paper,NA,Marchant S. 1960. The breeding of some SW Ecuadorian birds. Ibis 102: 349-382,38.60537338,S,trop,tropical
43,Ecuador,Ancon (Guayas Province),-2.310831,-80.838557,1955-1958,semi-open,Mouse-colored Tyrannulet,Phaeomyias murina,Phaeomyias murina,Phaeomyias_murina,Tyrannidae,5850,open,10,8,0.8,NA,NA,NA,NA,unclear how many nests failed due to predation,16,15,2,Paper,Paper,Paper,NA,Marchant S. 1960. The breeding of some SW Ecuadorian birds. Ibis 102: 349-382,36.67686844,S,trop,tropical
44,Brazil,Estacao Ecologica de Aguas Emendadas,-15.5532427,-47.5963285,2003,semi-open,Suiriri,Suiriri suiriri,Suiriri suiriri,Suiriri_suiriri,Tyrannidae,5861,open,25,8,0.32,0.944,NA,NA,NA,nestling DSR only (egg DSR exluded),15.2,18.9,3,HBW Alive,Paper,Paper,NA,Lopes LE & Marini MA. 2005. Low reproductive success of Campo Suiriri (Suiriri affinis) and Chapada Flycatcher (S. islerorum) in the central Brazilian Cerrado. Bird Conservation International 15: 337-346.,1027.191284,S,trop,tropical
45,Brazil,Estac_o Ecol_gica de çguas Emendadas,-15.483333,-47.68333,2003-2006,semi-open,Chapada Flycatcher,Suiriri affins,Suiriri islerorum,Suiriri_islerorum,Tyrannidae,5862,open,56,14,0.25,NA,42,37,0.880952381,"Mayfield's time exposure estimate for nest success reported.  37 nests failed because of predation, 3 from fly parisite, 1 weather, 1 unknown.",15.2,18.9,NA,NA,Other papers in dataset on congeners,Other papers in dataset on congeners,NA,"Franca LF, & MA Marini. 2009. Low and variable reproductive success of a neotropical tyrant-flycatcher, Chapada Flycatcher (Suiriri islerorum). Emu 109: 265-269.",906.3564453,S,trop,tropical
46,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,semi-open,Yellow-bellied Elaenia,Elaenia flavogaster,Elaenia flavogaster,Elaenia_flavogaster,Tyrannidae,5871,open,36,15,0.416666667,NA,NA,NA,NA,NA,16,16,2,Paper,HBW Alive,HBW Alive,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",818.7720947,N,trop,tropical
47,Argentina,"Parque National El Rey, Salta",-24.699508,-64.635201,1997-1999,closed,Small-billed Elaenia,Elaenia parvirostris,Elaenia parvirostris,Elaenia_parvirostris,Tyrannidae,5879,open,45,NA,NA,0.952,NA,NA,NA,DSR calculated as 1- DPR (for overall nesting period),14.8,19.3,2,Paper,Paper,Paper,NA,"Auer SK, RD Bassar, JJ Fontaine & TE Martin. 2007. Breeding biology of passerines in a subtropical montane forest in northwestern Argentina. The Condor 109: 321-333.",955.847168,S,stemp,temperate
48,Argentina,"Parque National El Rey, Salta",-24.699508,-64.635201,1997-1999,closed,Slaty Elaenia,Elaenia strepera,Elaenia strepera,Elaenia_strepera,Tyrannidae,5880,open,26,NA,NA,0.96,NA,NA,NA,DSR calculated as 1- DPR (for overall nesting period),15.5,19.3,2,Paper,Paper,Paper (E. parvirostris from same site),NA,"Auer SK, RD Bassar, JJ Fontaine & TE Martin. 2007. Breeding biology of passerines in a subtropical montane forest in northwestern Argentina. The Condor 109: 321-333.",955.847168,S,stemp,temperate
49,Brazil,Brasilia,-15.72172,-48.07744,2002,closed,Lesser Elaenia,Elaenia chiriquensis,Elaenia chiriquensis,Elaenia_chiriquensis,Tyrannidae,5886,open,110,32,0.2909,NA,NA,NA,NA,NA,14.5,15.5,1.9,Paper,HBW Alive,HBW Alive,NA,"De Medeiros R & MA Marini. 2007. Biologia reprodutiva de Elaenia chiriquensis (Lawrence)(Aves, Tyrannidae) em Cerrado do Brasil Central. Brazilian Journal of Zoology 24: 12-20.",1217.213623,S,trop,tropical
49,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,closed,Lesser Elaenia,Elaenia chiriquensis,Elaenia chiriquensis,Elaenia_chiriquensis,Tyrannidae,5886,open,39,11,0.282051282,NA,NA,NA,NA,NA,14.5,15.5,2,Paper,HBW Alive,HBW Alive,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",706.5334473,N,trop,tropical
50,Argentina,Reserva de Biosfera de Nacunan,-34.0333333,-67.9867045,"1995, 1996, 1997, 1998, 1999",semi-open,Straneck's Tyrannulet,Serpophaga griseicapilla,Serpophaga munda,Serpophaga_munda,Tyrannidae,5903,open,82,12.792,0.156,0.9493,NA,NA,0.927,SuccNests is %SuccNests x Sample size (DSR is nestling DSR only),13.5,13.5,NA,NA,Paper,Paper,NA,"Mezquida ET & Marone L. 2001. Factors affecting nesting success of a bird assembly in the central monte desert, Argentina. Journal of Avian Biology 32: 287-296.",589.6465454,S,stemp,temperate
51,Argentina,Reserva de Biosfera de Nacunan,-34.0333333,-67.9867045,"1995, 1996, 1997, 1998, 1999",semi-open,Greater Wagtail-Tyrant,Stigmatura budytoides,Stigmatura budytoides,Stigmatura_budytoides,Tyrannidae,5908,open,18,4.626,0.257,0.9692,NA,NA,0.889,SuccNests is %SuccNests x Sample size (DSR is nestling DSR only),14.5,12,2,HBW Alive,HBW Alive,HBW Alive,NA,"Mezquida ET & Marone L. 2001. Factors affecting nesting success of a bird assembly in the central monte desert, Argentina. Journal of Avian Biology 32: 287-296.",589.6465454,S,stemp,temperate
52,Brazil,Parque Estadual da Serra do Rola Moa,-20.0521219,-44.2820336,2005,open,Grey-backed Tachuri,Polystictus superciliaris,Polystictus superciliaris,Polystictus_superciliaris,Tyrannidae,5921,open,21,9,0.428,0.975,NA,NA,0.75,DSR is mean of DSR w eggs (0.973) + DSR w nestlings (0.978),17.7,16.4,2,Paper,Paper,Paper,NA,"Hoffmann D & M Rodrigues M. 2011. Breeding biology and reproductive success of Polystictus superciliaris (Aves: Tyrannidae), an uncommon tyrant-flycatcher endemic to the highlands of eastern Brazil. Zoologia 28: 305-311. ",793.4602051,S,trop,tropical
53,Argentina,Biosphere Reserve Parque Atl_ntico Mar Chiquita,-37.66667,-57.38333,2012-2014,open,Warbling Doradito,Pseudocolopteryx flaviventris,Pseudocolopteryx flaviventris,Pseudocolopteryx_flaviventris,Tyrannidae,5925,open,35,NA,NA,0.9655,NA,NA,0.92,Main cause of nest failure was predation (92%).,17.2,13.2,2.5,Paper,Paper,Paper,NA,"Cardoni A, MG Pretelli, JP Isacch, AV Baladron & NM Chiaradia. 2016. Biologia reproductiva y estatus de ocurrencia del doradito comun (Pseudocolopteryx flaviventris) nidificando en pastizales al sur de su distribucion. Ornitologia Neotropical 27:317-325.",-0.76114285,S,stemp,temperate
54,Ecuador,Ancon (Guayas Province),-2.310831,-80.838557,1955-1958,semi-open,Tawny-crowned Pygmy-Tyrant,Euscarthmus meloryphus,Euscarthmus meloryphus,Euscarthmus_meloryphus,Tyrannidae,5926,open,22,13,0.590909091,NA,9,9,1,"Marchant writes that of 38 eggs, 19 nestlings fledged (vs. 13 successful nests out of 22). All failures thought to be due to predation",15,11,2,Paper,Paper,Paper,NA,Marchant S. 1960. The breeding of some SW Ecuadorian birds. Ibis 102: 349-382,38.60537338,S,trop,tropical
55,Argentina,"Parque National El Rey, Salta",-24.699508,-64.635201,1997-1999,closed,Mottle-cheeked Tyrannulet,Phylloscartes ventralis,Phylloscartes ventralis,Phylloscartes_ventralis,Tyrannidae,5943,enclosed,133,NA,NA,0.974,NA,NA,NA,DSR calculated as 1- DPR (for overall nesting period),17.8,17.1,2.8,Paper,Paper,Paper,NA,"Auer SK, RD Bassar, JJ Fontaine & TE Martin. 2007. Breeding biology of passerines in a subtropical montane forest in northwestern Argentina. The Condor 109: 321-333.",967.2409058,S,stemp,temperate
56,Panama,"Parque Nacional Soberania, Limbo Plot",9.159722,-79.743333,1996-2004,closed,Southern Bentbill,Oncostoma olivaceum,Oncostoma olivaceum,Oncostoma_olivaceum,Tyrannidae,5962,enclosed,26,NA,0.502,0.98079,NA,NA,NA,Estimated DSR from Table 1; Percentage successful from Estimated cumulative rate of nest success from Table 12,19.5,16,2,HBW Alive,Paper,Paper,NA,"Brawn JD, G Angehr, N Davros, WD Robinson, JN Styrsky & CE Tarwater. 2011. Sources of variation in the nesting success of understory tropical birds. Journal of Avian Biology 42: 61-68.",74.63521576,N,trop,tropical
57,Panama,"Parque Nacional Soberania, Limbo Plot",9.159722,-79.743333,1996-2004,closed,Brownish Twistwing,Cnipodectes subbrunneus,Cnipodectes subbrunneus,Cnipodectes_subbrunneus,Tyrannidae,5963,enclosed,27,NA,0.444,0.9794,NA,NA,NA,Estimated DSR from Table 1; Percentage successful from Estimated cumulative rate of nest success from Table 14,21,18,NA,NA,Paper,Paper,NA,"Brawn JD, G Angehr, N Davros, WD Robinson, JN Styrsky & CE Tarwater. 2011. Sources of variation in the nesting success of understory tropical birds. Journal of Avian Biology 42: 61-68.",74.63521576,N,trop,tropical
58,Panama,"Parque Nacional Soberania, Limbo Plot",9.159722,-79.743333,1996-2004,closed,Olivaceous Flatbill,Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,Rhynchocyclus_olivaceus,Tyrannidae,5965,enclosed,16,NA,0.297,0.96769,NA,NA,NA,Estimated DSR from Table 1; Percentage successful from Estimated cumulative rate of nest success from Table 15,20,17,2.5,HBW Alive (median),Paper,Paper,NA,"Brawn JD, G Angehr, N Davros, WD Robinson, JN Styrsky & CE Tarwater. 2011. Sources of variation in the nesting success of understory tropical birds. Journal of Avian Biology 42: 61-68.",74.63521576,N,trop,tropical
59,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,closed,Yellow-olive Flycatcher,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Tolmomyias_sulphurescens,Tyrannidae,5969,enclosed,18,8,0.444444444,NA,NA,NA,NA,NA,17.5,23,2.5,Paper,HBW Alive,HBW Alive,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",818.7720947,N,trop,tropical
59,Brazil,"Barreiro, Belo Horizonte",-20.026948,-44.134769,1995-1999,closed,Yellow-olive Flycatcher,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Tolmomyias_sulphurescens,Tyrannidae,5969,enclosed,80,23,0.2875,0.95,57,39,0.684210526,49% of nests depredated,20,23,3.4,Paper,Paper,Paper,some of this information also presented in Marini 2017,"Anciaes M, TM Aguilar, LO Leite, RD Andrade & MA Marini. 2012. Nesting biology of the Yellow-olive Flatbill (Tyrannidae, Elaninae) in Atlatntic Forest fragments in Brazil. The Wilson Journal of Ornithology 124: 547-557.",810.0643921,S,trop,tropical
60,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,closed,Golden-crowned Spadebill,Platyrinchus coronatus,Platyrinchus coronatus,Platyrinchus_coronatus,Tyrannidae,5976,open,11,6,0.545454545,NA,NA,NA,NA,NA,18,16,2,Paper,Other papers in dataset on same species,Other papers in dataset on same species,NA,Skutch AF. 1966. A breeding bird census and nesting success in Central America. Ibis 108: 1-16.,706.5334473,N,trop,tropical
60,Panama,"Parque Nacional Soberania, Limbo Plot",9.159722,-79.743333,1996-2004,closed,Golden-crowned Spadebill,Platyrinchus coronatus,Platyrinchus coronatus,Platyrinchus_coronatus,Tyrannidae,5976,open,42,NA,0.144,0.9569,NA,NA,NA,Estimated DSR from Table 1; Percentage successful from Estimated cumulative rate of nest success from Table 16,18,16,2,HBW Alive,Paper,Paper,NA,"Brawn JD, G Angehr, N Davros, WD Robinson, JN Styrsky & CE Tarwater. 2011. Sources of variation in the nesting success of understory tropical birds. Journal of Avian Biology 42: 61-68.",74.63521576,N,trop,tropical
61,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,closed,Sulphur-rumped Flycatcher,Myiobius sulphureipygius,Myiobius sulphureipygius,Myiobius_sulphureipygius,Tyrannidae,5980,enclosed,10,5,0.5,NA,NA,NA,NA,NA,NA,NA,2,Paper,NA,NA,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",818.7720947,N,trop,tropical
62,Venezuela,Parque Nacional Yacambu,9.692964,-69.592088,2002-2008,closed,Flavescent Flycatcher,Myiophobus flavicans,Myiophobus flavicans,Myiophobus_flavicans,Tyrannidae,5985,open,35,NA,NA,0.97752809,NA,NA,NA,Daily predation rate is estimated for nestling stage,15.5,18,1.9,Paper,HBW Alive (M. fasciatus),Paper,Number of nests not provided but surely >30 for all species in Martin studies,Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,1656.773926,N,trop,tropical
63,Brazil,Belem,-1.21324,-48.234302,1972-1973,semi-open,Bran-colored Flycatcher,Myiophobus fasciatus,Myiophobus fasciatus,Myiophobus_fasciatus,Tyrannidae,5992,open,13,4,0.307692308,0.949152542,9,6,0.666666667,Study provides raw data that can be used both to calculate percentage of successful  nests (nearly all unsuccessful nests = depredated) and also to calculate daily survival probability. 6 of failed nests thought to be due to predation.,15.5,18,2,HBW Alive,HBW Alive,HBW Alive,NA,Oniki Y. 1979. Is nesting success of birds low in the tropics? Biotropica 11: 60-69,23.54823303,S,trop,tropical
64,Venezuela,Parque Nacional Yacambu,9.692964,-69.592088,2002-2008,semi-open,Cinnamon Flycatcher,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,6006,open,35,NA,NA,0.988764045,NA,NA,NA,Daily predation rate is estimated for nestling stage,NA,19.125,2,Paper,NA,Paper,Number of nests not provided but surely >30 for all species in Martin studies,Martin TE (2015) Data from: Age-related mortality explains life history strategies of tropical and temperate songbirds._Dryad Digital Repository._https://doi.org/10.5061/dryad.2m15n. Martin TE (2015) Age-related mortality explains life history strategies of tropical and temperate songbirds. Science 349(6251): 966-970. https://doi.org/10.1126/science.aad1173,1656.773926,N,trop,tropical
65,Argentina,"Parque National El Rey, Salta",-24.699508,-64.635201,1997-1999,closed,Euler's Flycatcher,Lathotriccus euleri,Lathrotriccus euleri,Lathrotriccus_euleri,Tyrannidae,6011,open,59,NA,NA,0.968,NA,NA,NA,DSR calculated as 1- DPR (for overall nesting period),17.1,15.2,2.6,Paper,Paper,Paper,NA,"Auer SK, RD Bassar, JJ Fontaine & TE Martin. 2007. Breeding biology of passerines in a subtropical montane forest in northwestern Argentina. The Condor 109: 321-333.",955.847168,S,stemp,temperate
65,Brazil,"Barreiro, Belo Horizonte",-20.026948,-44.134769,1995-1999,closed,Euler's Flycatcher,Lathotriccus euleri,Lathrotriccus euleri,Lathrotriccus_euleri,Tyrannidae,6011,open,35,21,0.6,0.983,14,13,0.928571429,13 of the unsuccessful nests were depredated,17.1,15.2,2.5,HBW Alive (median),Other papers in dataset on same species,Other papers in dataset on same species,study designed to investigate edge/fragmentation effect on nest predation -- no effects found,"Marini, MA. 2017. Nesting success of birds from Brazilian Atlantic Forest fragments. Revista Brasileira de Ornitologia 25: 77-83.",808.3948975,S,trop,tropical
66,United States,"National Rifle Association Whittington Center, New Mexico",36.774505,-104.48587,1992-1995,closed,Western Wood-Pewee,Contopus sordidulus,Contopus sordidulus,Contopus_sordidulus,Tyrannidae,6027,open,81,39,0.4815,0.975,NA,NA,0.66,"Data from Table 3, average of grazed and ungrazed (which did not differ): 57% of nests failed; predation was result for 38% of overall nests (other failures due to parasitism, weather, or ""other""). So percentage of failures that were due to predation is 38/57 =0.66",14.5,16,3,HBW Alive (median),HBW Alive,HBW Alive,NA,Goguen CB & NE Mathews. 1998. Songbird community composition and nesting success in grazed and ungrazed pinyon- juniper woodlands. Journal of Wildlife Management 62: 474-484.,1936.956177,N,ntemp,temperate
67,United States,Ozark Highlands,36.9477691,-94.6278746,"2009, 2010, 2011",closed,Eastern Wood-Pewee,Contopus virens,Contopus virens,Contopus_virens,Tyrannidae,6028,open,310,128,0.413,0.9786,NA,NA,0.96,"%SuccNests and DSR are averages over a ""savannah-woodland-forest"" gradient",12.5,17,2.6,Paper,HBW Alive,HBW Alive,NA,"Kendrick SW, Thompson FR & Reidy JL. 2013. Eastern Wood-Pewee (Contopus virens) breeding demography across a gradient of savanna, woodland, and forest in the Missouri Ozarks. The Auk 130: 355-363. ",310.0971985,N,ntemp,temperate
68,United States,George Washington National Forest,37.883333,-79.21667,2000-2001,closed,Acadian Flycatcher,Empidonax virescens,Empidonax virescens,Empidonax_virescens,Tyrannidae,6037,open,141,NA,0.554,0.9775,NA,NA,0.899,"44.6% of nests failed, and predation was 40.1%. I calculated percentage of failed nests that were due to predators as 40.1/44.6 ",14,15,2.8,Paper,HBW Alive,HBW Alive,No nests paresitized by cowbirds.,Fauth PT & PR Cabe. 2005. Reproductive success of Acadian Flycatchers in the Blue Ridge Mountains of Virginia. Journal of Field Ornithology 76: 150-157.,539.8621216,N,ntemp,temperate
